,Unnamed: 0,p_name,p_address,p_rating,p_category,p_tag,p_review,p_url
1013,1013,이치방하우스,울산 울주군 상북면 배내로 1197,5.0,펜션,태그 없음,./kakao_reviews/울산 숙소/이치방하우스.csv,https://place.map.kakao.com/1056684755
1015,1015,꿈을주는펜션,울산 북구 아름1길 17,5.0,펜션,태그 없음,./kakao_reviews/울산 숙소/꿈을주는펜션.csv,https://place.map.kakao.com/27119658
1017,1017,이리제펜션,울산 북구 동해안로 772,0.0,펜션,태그 없음,./kakao_reviews/울산 숙소/이리제펜션.csv,https://place.map.kakao.com/837651197
1020,1020,나사타운,울산 울주군 서생면 해맞이로 1097-15,3.7,펜션,['#제로페이'],./kakao_reviews/울산 숙소/나사타운.csv,https://place.map.kakao.com/25626252
1021,1021,달팽이펜션,울산 울주군 상북면 배내로 1064,0.0,펜션,태그 없음,./kakao_reviews/울산 숙소/달팽이펜션.csv,https://place.map.kakao.com/20620629
1022,1022,이음펜션,울산 북구 동해안로 928,5.0,펜션,"['#2인실', '#대형룸', '#세미나실', '#야외테라스', '#어메니티제공', '#온돌룸', '#조식서비스', '#커플룸']",./kakao_reviews/울산 숙소/이음펜션.csv,https://place.map.kakao.com/280551519
1023,1023,메이드스테이,울산 울주군 상북면 소야정길 33-3,5.0,펜션,태그 없음,./kakao_reviews/울산 숙소/메이드스테이.csv,https://place.map.kakao.com/1012923140
1026,1026,스페스11,울산 울주군 삼동면 출강2길 313-3,0.0,펜션,['#제로페이'],./kakao_reviews/울산 숙소/스페스11.csv,https://place.map.kakao.com/2081799497
1028,1028,에이풀하우스,울산 북구 아름1길 42-5,5.0,펜션,"['#물놀이', '#족구장', '#제로페이']",./kakao_reviews/울산 숙소/에이풀하우스.csv,https://place.map.kakao.com/1385083495
1029,1029,바다의꿈,울산 울주군 서생면 나사해안길 123,5.0,펜션,태그 없음,./kakao_reviews/울산 숙소/바다의꿈.csv,https://place.map.kakao.com/18390934
1031,1031,로하스펜션,울산 울주군 상북면 배내로 1061-1,5.0,펜션,태그 없음,./kakao_reviews/울산 숙소/로하스펜션.csv,https://place.map.kakao.com/12728503
1032,1032,샤인펜션,울산 울주군 상북면 배내로 1101,0.0,펜션,['#물놀이'],./kakao_reviews/울산 숙소/샤인펜션.csv,https://place.map.kakao.com/25895608
1033,1033,인어바다펜션,울산 북구 우가1길 36,5.0,펜션,"['#물놀이', '#제로페이']",./kakao_reviews/울산 숙소/인어바다펜션.csv,https://place.map.kakao.com/26624852
1034,1034,장어구이와펜션,울산 동구 고늘로 80-14,0.0,펜션,"['#등억', '#모텔', '#무인텔', '#신불산', '#호텔', '#무인모텔']",./kakao_reviews/울산 숙소/장어구이와펜션.csv,https://place.map.kakao.com/14515909
1036,1036,라테라스펜션,울산 동구 물목길 8-2,3.0,펜션,['#제로페이'],./kakao_reviews/울산 숙소/라테라스펜션.csv,https://place.map.kakao.com/26829061
1037,1037,알프스119하우스,울산 울주군 상북면 배내로 1070,2.0,펜션,"['#가족펜션', '#계곡펜션', '#단체펜션', '#럭셔리펜션', '#물놀이', '#바베큐장', '#애견동반펜션', '#워크샵', '#커플여행', '#커플펜션']",./kakao_reviews/울산 숙소/알프스119하우스.csv,https://place.map.kakao.com/7987309
1038,1038,간절곶등대펜션,울산 울주군 서생면 솔알길 22-12,0.0,펜션,['#조식서비스'],./kakao_reviews/울산 숙소/간절곶등대펜션.csv,https://place.map.kakao.com/14562243
1039,1039,샌디아온천,울산 울주군 상북면 알프스온천2길 58,4.7,펜션,"['#가족펜션', '#단체룸', '#바다낚시', '#야외테라스', '#오션뷰', '#커플펜션', '#제로페이']",./kakao_reviews/울산 숙소/샌디아온천.csv,https://place.map.kakao.com/10499779
1040,1040,휴펜션,울산 울주군 서생면 해맞이로 895-38,0.0,펜션,"['#가족펜션', '#물놀이', '#바베큐장', '#수영장펜션', '#실외수영장', '#커플펜션', '#픽업서비스', '#제로페이']",./kakao_reviews/울산 숙소/휴펜션.csv,https://place.map.kakao.com/20225417
1042,1042,산머루산장펜션,울산 울주군 상북면 등억알프스로 579,0.0,펜션,"['#조식서비스', '#제로페이']",./kakao_reviews/울산 숙소/산머루산장펜션.csv,https://place.map.kakao.com/8399276
1047,1047,진하비치펜션,울산 울주군 서생면 진하9길 22-14,5.0,펜션,"['#2인실', '#가족탕', '#물놀이', '#온돌룸', '#온천수', '#조식서비스', '#키즈풀빌라']",./kakao_reviews/울산 숙소/진하비치펜션.csv,https://place.map.kakao.com/1783489535
1051,1051,솔내음가득히펜션,울산 북구 성골길 23,5.0,펜션,태그 없음,./kakao_reviews/울산 숙소/솔내음가득히펜션.csv,https://place.map.kakao.com/11970966
1052,1052,펜트하우스,울산 북구 동해안로 853,4.4,펜션,"['#물놀이', '#야외테라스', '#오션뷰']",./kakao_reviews/울산 숙소/펜트하우스.csv,https://place.map.kakao.com/27259859
1054,1054,휴펜션,울산 울주군 상북면 배내로 1066,0.0,펜션,"['#노천탕', '#바베큐장', '#산책로', '#오션뷰', '#커플펜션', '#제로페이']",./kakao_reviews/울산 숙소/휴펜션.csv,https://place.map.kakao.com/17637685
1056,1056,인어펜션,울산 북구 우가1길 12,0.0,펜션,"['#조식서비스', '#호캉스', '#제로페이']",./kakao_reviews/울산 숙소/인어펜션.csv,https://place.map.kakao.com/902037255
1057,1057,나디아펜션,울산 울주군 온산읍 강양길 160,5.0,펜션,태그 없음,./kakao_reviews/울산 숙소/나디아펜션.csv,https://place.map.kakao.com/1278449123
1058,1058,당사의아침펜션,울산 북구 용바위1길 78,0.0,펜션,"['#가족펜션', '#물놀이', '#바베큐장', '#수영장펜션', '#스파펜션', '#실외수영장', '#어메니티제공', '#오션뷰', '#패밀리룸', '#풀빌라']",./kakao_reviews/울산 숙소/당사의아침펜션.csv,https://place.map.kakao.com/1083570276
1059,1059,배내골베네치아,울산 울주군 상북면 배내로 950,4.2,펜션,"['#계곡펜션', '#고기잡이체험', '#단체룸', '#단체펜션', '#물놀이', '#워크샵', '#유아전용풀장', '#족구장', '#제로페이']",./kakao_reviews/울산 숙소/배내골베네치아.csv,https://place.map.kakao.com/27296482
1060,1060,힐링빌리지,울산 울주군 서생면 마근1길 22-49,3.0,펜션,"['#글램핑', '#단체펜션', '#물놀이', '#산책로', '#오토캠핑', '#카라반', '#캠핑장']",./kakao_reviews/울산 숙소/힐링빌리지.csv,https://place.map.kakao.com/23772983
1061,1061,영남알프스,울산 울주군 상북면 배내로 1032,4.0,펜션,"['#MT펜션', '#가족펜션', '#단체펜션', '#물놀이', '#수영장펜션', '#실외수영장', '#야외테라스', '#야유회펜션', '#워크샵', '#족구장', '#제로페이']",./kakao_reviews/울산 숙소/영남알프스.csv,https://place.map.kakao.com/21229773
1062,1062,샌디아온천,울산 울주군 상북면 알프스온천2길 58,4.7,펜션,"['#2인실', '#가족탕', '#당구대', '#대형룸', '#물놀이', '#온천호텔', '#커플룸', '#패밀리룸']",./kakao_reviews/울산 숙소/샌디아온천.csv,https://place.map.kakao.com/10499779
1063,1063,비클래시 울산간절곶점,울산 울주군 서생면 평동2길 6-2,5.0,펜션,"['#가족펜션', '#물놀이', '#어메니티제공', '#오션뷰', '#조식서비스', '#키즈펜션', '#키즈풀빌라']",./kakao_reviews/울산 숙소/비클래시 울산간절곶점.csv,https://place.map.kakao.com/2105038177
1065,1065,굿모닝펜션,울산 울주군 서생면 진하9길 22-5,1.0,펜션,태그 없음,./kakao_reviews/울산 숙소/굿모닝펜션.csv,https://place.map.kakao.com/10226261
1066,1066,꿈꾸는바다펜션,울산 북구 판지1길 76,4.8,펜션,"['#조식서비스', '#호캉스']",./kakao_reviews/울산 숙소/꿈꾸는바다펜션.csv,https://place.map.kakao.com/19322573
1067,1067,선펜션,울산 울주군 서생면 신리길 102,0.0,펜션,태그 없음,./kakao_reviews/울산 숙소/선펜션.csv,https://place.map.kakao.com/628092231
1069,1069,배내골걸리버펜션,울산 울주군 상북면 배내로 1013-27,3.0,펜션,"['#솔로캠핑', '#야영장', '#오토캠핑']",./kakao_reviews/울산 숙소/배내골걸리버펜션.csv,https://place.map.kakao.com/24145047
1070,1070,파라다이스펜션,울산 울주군 상북면 배내로 1187,4.1,펜션,"['#가족캠핑', '#감성캠핑', '#무료야영장', '#산책로', '#솔로캠핑', '#야영장', '#오토캠핑', '#우중캠핑', '#캠핑장', '#힐링']",./kakao_reviews/울산 숙소/파라다이스펜션.csv,https://place.map.kakao.com/1044528073
1071,1071,대운산계곡펜션,울산 울주군 온양읍 절터곡길 140 내광리,5.0,펜션,"['#가족캠핑', '#감성캠핑', '#야영장', '#오션뷰', '#오토캠핑', '#우중캠핑', '#캠핑장']",./kakao_reviews/울산 숙소/대운산계곡펜션.csv,https://place.map.kakao.com/27232805
1072,1072,헤이메르펜션,울산 울주군 서생면 잿골길 72,5.0,펜션,"['#계곡캠핑', '#단체룸', '#물놀이', '#오토캠핑', '#캠핑장']",./kakao_reviews/울산 숙소/헤이메르펜션.csv,https://place.map.kakao.com/1451190765
1073,1073,미므미므,울산 울주군 서생면 진하해변길 66,5.0,펜션,"['#당구대', '#무인모텔', '#어메니티제공', '#조식서비스', '#패밀리룸', '#픽업서비스', '#호캉스']",./kakao_reviews/울산 숙소/미므미므.csv,https://place.map.kakao.com/1723482842
1074,1074,간절곶더펜션,울산 울주군 서생면 대송길 7-74,5.0,펜션,"['#가족펜션', '#오션뷰', '#커플펜션']",./kakao_reviews/울산 숙소/간절곶더펜션.csv,https://place.map.kakao.com/1306633421
1076,1076,햇살좋은펜션,울산 북구 동해안로 798,3.5,펜션,"['#조식서비스', '#제로페이']",./kakao_reviews/울산 숙소/햇살좋은펜션.csv,https://place.map.kakao.com/18904005
1077,1077,메르시펜션,울산 울주군 상북면 삽재로 39,4.6,펜션,"['#조식서비스', '#호캉스']",./kakao_reviews/울산 숙소/메르시펜션.csv,https://place.map.kakao.com/1999182709
1078,1078,비클래시 울산간절곶점,울산 울주군 서생면 평동2길 6-2,5.0,펜션,"['#21년신축펜션', '#계곡접평상', '#잔디마당탁구대', '#커플실복층', '#픽업서비스', '#MT펜션', '#가족펜션', '#계곡접', '#계곡펜션', '#노래방', '#단체펜션', '#독채펜션', '#물놀이', '#바베큐장', '#복층펜션', '#온돌룸', '#잔디마당', '#족구장', '#패밀리룸', '#제로페이']",./kakao_reviews/울산 숙소/비클래시 울산간절곶점.csv,https://place.map.kakao.com/2105038177
1079,1079,영남알프스,울산 울주군 상북면 배내로 1032,4.0,펜션,"['#연회장', '#오션뷰']",./kakao_reviews/울산 숙소/영남알프스.csv,https://place.map.kakao.com/21229773
1081,1081,바다연가펜션,울산 북구 동해안로 825,0.0,펜션,"['#바베큐장', '#조식서비스']",./kakao_reviews/울산 숙소/바다연가펜션.csv,https://place.map.kakao.com/2050267108
1082,1082,우가포황토펜션,울산 북구 우가1길 48,0.0,펜션,"['#조식서비스', '#호캉스']",./kakao_reviews/울산 숙소/우가포황토펜션.csv,https://place.map.kakao.com/19016593
1083,1083,라온펜션,울산 울주군 상북면 삽재2길 22-1,0.0,펜션,태그 없음,./kakao_reviews/울산 숙소/라온펜션.csv,https://place.map.kakao.com/654752195
1084,1084,더케이콘도리조트,울산 울주군 서생면 진하6길 14,5.0,펜션,태그 없음,./kakao_reviews/울산 숙소/더케이콘도리조트.csv,https://place.map.kakao.com/1851638341
1087,1087,이화동풀빌라,울산 울주군 서생면 위양로 211-39,0.0,펜션,"['#가족탕', '#노래방', '#무인모텔', '#물놀이', '#사우나', '#어메니티제공']",./kakao_reviews/울산 숙소/이화동풀빌라.csv,https://place.map.kakao.com/345381333
1088,1088,162th펜션,울산 동구 일산진11길 189,0.0,펜션,태그 없음,./kakao_reviews/울산 숙소/162th펜션.csv,https://place.map.kakao.com/1510168861
1090,1090,동해카라반펜션,울산 울주군 온산읍 강양길 162,0.0,펜션,['#제로페이'],./kakao_reviews/울산 숙소/동해카라반펜션.csv,https://place.map.kakao.com/27535746
1096,1096,바담펜션,울산 울주군 서생면 평동길 29-10,3.7,펜션,태그 없음,./kakao_reviews/울산 숙소/바담펜션.csv,https://place.map.kakao.com/349693063
1097,1097,황토속펜션,울산 울주군 상북면 등억알프스로 391-6,0.0,펜션,"['#가족캠핑', '#무료야영장', '#산책로', '#솔로캠핑', '#야영장', '#오토캠핑', '#차박', '#카라반', '#캠핑장']",./kakao_reviews/울산 숙소/황토속펜션.csv,https://place.map.kakao.com/24995114
1098,1098,춤추는고래펜션,울산 북구 동해안로 787-2,3.7,펜션,"['#2인실', '#가족탕', '#무인호텔', '#애견동반호텔', '#온천호텔']",./kakao_reviews/울산 숙소/춤추는고래펜션.csv,https://place.map.kakao.com/84434640
1099,1099,ST210펜션,울산 북구 동해안로 1338,5.0,펜션,"['#어메니티제공', '#조식서비스']",./kakao_reviews/울산 숙소/ST210펜션.csv,https://place.map.kakao.com/563791539
1100,1100,바다속으로펜션,울산 북구 동해안로 828,0.0,펜션,"['#조식서비스', '#제로페이']",./kakao_reviews/울산 숙소/바다속으로펜션.csv,https://place.map.kakao.com/11475383
1102,1102,포트334,울산 울주군 서생면 송정1길 37-1,0.0,펜션,"['#가족펜션', '#독채펜션', '#물놀이', '#바베큐장', '#수영장펜션', '#실외수영장', '#야외테라스', '#어메니티제공', '#파우더룸']",./kakao_reviews/울산 숙소/포트334.csv,https://place.map.kakao.com/481820990
1103,1103,써니&케빈,울산 울주군 상북면 배내로 1348-15,3.0,펜션,['#제로페이'],./kakao_reviews/울산 숙소/써니&케빈.csv,https://place.map.kakao.com/148105778
1104,1104,배내골가든펜션,울산 울주군 상북면 배내로 1069,0.0,펜션,태그 없음,./kakao_reviews/울산 숙소/배내골가든펜션.csv,https://place.map.kakao.com/10389738
1106,1106,창밖을보라,울산 울주군 상북면 배내로 1366-12,5.0,펜션,"['#울산감성숙소', '#울산료칸', '#울산오션뷰호텔', '#울산키즈호텔', '#울산호텔', '#물놀이', '#오션뷰', '#커플여행']",./kakao_reviews/울산 숙소/창밖을보라.csv,https://place.map.kakao.com/14559793
1107,1107,철구소펜션,울산 울주군 상북면 배내로 1193-3,0.0,펜션,"['#조식서비스', '#파티룸', '#제로페이']",./kakao_reviews/울산 숙소/철구소펜션.csv,https://place.map.kakao.com/12783228
1108,1108,라임하우스펜션,울산 울주군 상북면 배내로 1220,0.0,펜션,"['#당구대', '#조식서비스', '#호캉스']",./kakao_reviews/울산 숙소/라임하우스펜션.csv,https://place.map.kakao.com/17736223
1110,1110,파래소폭포,울산 울주군 상북면 이천리,4.3,폭포,"['#아이와놀자', '#제로페이']",./kakao_reviews/울산 명소/파래소폭포.csv,https://place.map.kakao.com/8116037
1111,1111,파래소폭포,울산 울주군 상북면 이천리,4.3,폭포,"['#나들이', '#단풍명소', '#모노레일', '#억새밭']",./kakao_reviews/울산 명소/파래소폭포.csv,https://place.map.kakao.com/8116037
1112,1112,홍류폭포,울산 울주군 상북면 등억알프스리,5.0,폭포,['#걷기좋은'],./kakao_reviews/울산 명소/홍류폭포.csv,https://place.map.kakao.com/8178230
1121,1121,여천천,울산 남구 신정동,4.0,하천,"['#단풍명소', '#카카오페이', '#제로페이']",./kakao_reviews/울산 명소/여천천.csv,https://place.map.kakao.com/25728228
1129,1129,매곡천,울산 북구 매곡동 795-1,0.0,하천,['#아이와놀자'],./kakao_reviews/울산 명소/매곡천.csv,https://place.map.kakao.com/25413275
1130,1130,공원분식,울산 울주군 온산읍 덕남로 24,4.0,한식,태그 없음,./kakao_reviews/울산 공원/공원분식.csv,https://place.map.kakao.com/563303282
1131,1131,하기해수욕장,울산 동구 주전동,0.0,"해수욕장,해변",태그 없음,./kakao_reviews/울산 명소/하기해수욕장.csv,https://place.map.kakao.com/8127556
1132,1132,일산해수욕장,울산 동구 일산동,4.1,"해수욕장,해변","['#나들이', '#물놀이']",./kakao_reviews/울산 명소/일산해수욕장.csv,https://place.map.kakao.com/10745536
1133,1133,진하해수욕장,울산 울주군 서생면 진하리 307-2,3.7,"해수욕장,해변","['#나들이', '#물놀이']",./kakao_reviews/울산 명소/진하해수욕장.csv,https://place.map.kakao.com/8601041
1134,1134,과개안,울산 동구 등대로 110,4.6,"해수욕장,해변",태그 없음,./kakao_reviews/울산 명소/과개안.csv,https://place.map.kakao.com/1234216407
1135,1135,정자해수욕장,울산 북구 무룡동,5.0,"해수욕장,해변","['#물놀이', '#일출명소']",./kakao_reviews/울산 명소/정자해수욕장.csv,https://place.map.kakao.com/25622489
1136,1136,나사해수욕장,울산 울주군 서생면 나사리,2.4,"해수욕장,해변","['#물놀이', '#일출명소', '#차박']",./kakao_reviews/울산 명소/나사해수욕장.csv,https://place.map.kakao.com/10200748
1137,1137,강동몽돌해변,울산 북구 산하동,4.0,"해수욕장,해변","['#물놀이', '#일출명소']",./kakao_reviews/울산 명소/강동몽돌해변.csv,https://place.map.kakao.com/8156298
1138,1138,주전몽돌해변,울산 동구 주전동,4.0,"해수욕장,해변","['#나들이', '#물놀이']",./kakao_reviews/울산 명소/주전몽돌해변.csv,https://place.map.kakao.com/8069775
1140,1140,울산향교,울산 중구 명륜로 117,0.0,"향교,서당","['#억새밭', '#핑크뮬리명소']",./kakao_reviews/울산 명소/울산향교.csv,https://place.map.kakao.com/8036086
1141,1141,화동못,울산 북구 화봉동,0.0,호수,태그 없음,./kakao_reviews/울산 명소/화동못.csv,https://place.map.kakao.com/8155707
1142,1142,장등못,울산 북구 매곡동,0.0,호수,태그 없음,./kakao_reviews/울산 명소/장등못.csv,https://place.map.kakao.com/8539267
1144,1144,선창골못,울산 북구 천곡동,4.0,호수,태그 없음,./kakao_reviews/울산 명소/선창골못.csv,https://place.map.kakao.com/7946491
1146,1146,신라스테이 울산,울산 남구 삼산로 200 1층 3-20호,3.2,호텔,"['#비즈니스룸', '#비즈니스호텔', '#어메니티제공', '#조식서비스', '#패밀리룸', '#호캉스']",./kakao_reviews/울산 숙소/신라스테이 울산.csv,https://place.map.kakao.com/26897488
1148,1148,호텔그라운드7,울산 북구 진장2길 15 2~9층,4.2,호텔,"['#가족펜션', '#물놀이', '#실외수영장', '#야외테라스', '#어메니티제공', '#조식서비스', '#키즈수영장', '#키즈펜션', '#키즈풀빌라']",./kakao_reviews/울산 숙소/호텔그라운드7.csv,https://place.map.kakao.com/2085413575
1150,1150,온더웨이브호텔,울산 울주군 서생면 간절곶해안길 37,4.6,호텔,"['#MT펜션', '#가족펜션', '#계곡펜션', '#노래방', '#단체펜션', '#독채펜션', '#목조펜션', '#워크샵', '#족구장', '#제로페이']",./kakao_reviews/울산 숙소/온더웨이브호텔.csv,https://place.map.kakao.com/365776212
1151,1151,브라운도트호텔 울산신천점,울산 북구 매산5로 14 1~10층,4.3,호텔,"['#산책로', '#야영장', '#오토캠핑', '#우중캠핑', '#짚라인', '#카라반', '#캠핑장']",./kakao_reviews/울산 숙소/브라운도트호텔 울산신천점.csv,https://place.map.kakao.com/1700429987
1152,1152,판도라호텔,울산 남구 삼산로392번길 8,5.0,호텔,['#조식서비스'],./kakao_reviews/울산 숙소/판도라호텔.csv,https://place.map.kakao.com/1085130394
1153,1153,굿모닝관광호텔,울산 동구 바드래1길 15,0.0,호텔,태그 없음,./kakao_reviews/울산 숙소/굿모닝관광호텔.csv,https://place.map.kakao.com/8224530
1154,1154,H호텔,울산 남구 화합로178번길 7,5.0,호텔,"['#2인실', '#무인모텔', '#사우나', '#조식서비스']",./kakao_reviews/울산 숙소/H호텔.csv,https://place.map.kakao.com/10331403
1155,1155,호텔여우비,울산 남구 산업로647번길 14,3.8,호텔,"['#2인실', '#가족호텔', '#관광호텔', '#럭셔리호텔', '#무료세탁실', '#비즈니스호텔', '#세미나실', '#야외테라스', '#어메니티제공', '#조식서비스', '#주차가능', '#커플여행', '#패밀리룸', '#호캉스', '#힐링']",./kakao_reviews/울산 숙소/호텔여우비.csv,https://place.map.kakao.com/686034730
1156,1156,브라운도트호텔 울산신천점,울산 북구 매산5로 14 1~10층,4.3,호텔,"['#2인실', '#어메니티제공', '#조식서비스', '#호캉스']",./kakao_reviews/울산 숙소/브라운도트호텔 울산신천점.csv,https://place.map.kakao.com/1700429987
1157,1157,머큐어앰배서더 울산,울산 북구 강동산하2로 7,4.0,호텔,"['#관광호텔', '#노천탕', '#물놀이', '#사우나', '#어메니티제공', '#연회장', '#오션뷰', '#조식서비스', '#패밀리룸', '#호캉스']",./kakao_reviews/울산 숙소/머큐어앰배서더 울산.csv,https://place.map.kakao.com/1665189762
1158,1158,호텔다움,울산 중구 번영로 538,5.0,호텔,"['#2인실', '#관광호텔', '#비즈니스호텔', '#어메니티제공', '#연회장', '#온돌룸', '#조식서비스', '#패밀리룸', '#호캉스', '#제로페이']",./kakao_reviews/울산 숙소/호텔다움.csv,https://place.map.kakao.com/917685410
1159,1159,호텔리버사이드 울산,울산 중구 젊음의거리 20 3~20층,4.0,호텔,"['#리버뷰', '#비즈니스호텔', '#세미나실', '#어메니티제공', '#조식서비스', '#패밀리룸', '#호캉스']",./kakao_reviews/울산 숙소/호텔리버사이드 울산.csv,https://place.map.kakao.com/734213002
1160,1160,울산 에쉬튼호텔,"울산 남구 중앙로213번길 8 1,5~14층",4.8,호텔,"['#2인실', '#가족호텔', '#관광호텔', '#럭셔리호텔', '#레지던스호텔', '#루프탑수영장', '#물놀이', '#비즈니스호텔', '#수영장호텔', '#어메니티제공', '#연회장', '#조식서비스', '#주차가능', '#커플여행', '#패밀리룸', '#호캉스', '#힐링']",./kakao_reviews/울산 숙소/울산 에쉬튼호텔.csv,https://place.map.kakao.com/1371392245
1161,1161,울산시티호텔,울산 남구 삼산로 246,2.6,호텔,"['#2인실', '#비즈니스호텔', '#야외테라스', '#어메니티제공', '#조식서비스', '#호캉스']",./kakao_reviews/울산 숙소/울산시티호텔.csv,https://place.map.kakao.com/19339432
1162,1162,브라운도트호텔 장생포점,울산 남구 장생포고래로 211,4.5,호텔,"['#부티크호텔', '#비즈니스호텔', '#야외테라스', '#어메니티제공', '#오션뷰', '#조식서비스', '#파우더룸', '#호캉스']",./kakao_reviews/울산 숙소/브라운도트호텔 장생포점.csv,https://place.map.kakao.com/475558739
1163,1163,토요코인호텔 울산삼산점,울산 남구 삼산로 308 1~20층,3.0,호텔,"['#비즈니스호텔', '#조식서비스', '#호캉스']",./kakao_reviews/울산 숙소/토요코인호텔 울산삼산점.csv,https://place.map.kakao.com/32158375
1164,1164,울산 일산 브이,울산 동구 일산동 978-5,0.0,호텔,태그 없음,./kakao_reviews/울산 숙소/울산 일산 브이.csv,https://place.map.kakao.com/627235452
1165,1165,스타즈호텔 울산점,울산 남구 남중로 65,3.3,호텔,"['#2인실', '#비즈니스호텔', '#세미나실', '#어메니티제공', '#온돌룸', '#조식서비스', '#호캉스']",./kakao_reviews/울산 숙소/스타즈호텔 울산점.csv,https://place.map.kakao.com/994688415
1166,1166,롯데시티호텔 울산,울산 남구 삼산로 204,3.6,호텔,"['#2인실', '#비즈니스호텔', '#어메니티제공', '#조식서비스', '#패밀리룸', '#호캉스']",./kakao_reviews/울산 숙소/롯데시티호텔 울산.csv,https://place.map.kakao.com/26632548
1167,1167,호텔여우비,울산 남구 산업로647번길 14,3.8,호텔,"['#단체펜션', '#산책로', '#야외테라스', '#오션뷰', '#제로페이']",./kakao_reviews/울산 숙소/호텔여우비.csv,https://place.map.kakao.com/686034730
1168,1168,더반호텔 울산점,울산 북구 동해안로 1688,5.0,호텔,['#제로페이'],./kakao_reviews/울산 숙소/더반호텔 울산점.csv,https://place.map.kakao.com/327988857
1173,1173,해파랑길 4코스,,5.0,,태그 없음,./kakao_reviews/울산 명소/해파랑길 4코스.csv,https://place.map.kakao.com/26564183
1174,1174,해파랑길 7코스,,3.0,,태그 없음,./kakao_reviews/울산 명소/해파랑길 7코스.csv,https://place.map.kakao.com/26564186
1175,1175,영남알프스둘레길 1코스,,0.0,,태그 없음,./kakao_reviews/울산 명소/영남알프스둘레길 1코스.csv,https://place.map.kakao.com/26563875
1178,1178,솔마루길 01코스,,0.0,,['#억새밭'],./kakao_reviews/울산 명소/솔마루길 01코스.csv,https://place.map.kakao.com/26564344
1180,1180,해파랑길 9코스,,4.0,,['#단풍명소'],./kakao_reviews/울산 명소/해파랑길 9코스.csv,https://place.map.kakao.com/26564188
1187,1187,솔마루길 04코스,,0.0,,태그 없음,./kakao_reviews/울산 명소/솔마루길 04코스.csv,https://place.map.kakao.com/26564347
1190,1190,강동사랑길 3코스,,0.0,,태그 없음,./kakao_reviews/울산 명소/강동사랑길 3코스.csv,https://place.map.kakao.com/26564337
1192,1192,간절곶소망길 1코스,,0.0,,['#걷기좋은'],./kakao_reviews/울산 명소/간절곶소망길 1코스.csv,https://place.map.kakao.com/26564350
1193,1193,걷고싶은중구둘레길 1코스,,0.0,,태그 없음,./kakao_reviews/울산 명소/걷고싶은중구둘레길 1코스.csv,https://place.map.kakao.com/26564341
