p_id,title,rate,tags,address,url
0,산주막 삼산점,5.0,"호프,요리주점",울산 남구 남중로80번길 26 1층 (우)44712,https://place.map.kakao.com/712292213
1,상무초밥 울산삼산점,4.0,"초밥,롤",울산 남구 삼산로 270 101호 (우)44719,https://place.map.kakao.com/30184440
2,디오미오,3.8,양식,울산 남구 거마로104번길 25 1층 (우)44651,https://place.map.kakao.com/1467456839
3,카페몽떼,3.9,카페,울산 울주군 온산읍 강양길 148 2층 (우)45008,https://place.map.kakao.com/873316730
4,세비로,2.8,카페,울산 남구 왕생로45번길 17 (우)44718,https://place.map.kakao.com/1317464965
5,언양두울원,4.0,한식,울산 울주군 언양읍 니리미1길 6 (우)44940,https://place.map.kakao.com/15203121
6,숨,4.1,카페,울산 중구 중앙길 152 (우)44530,https://place.map.kakao.com/15741984
7,스타벅스 울산시청사거리DT점,3.8,스타벅스,울산 남구 중앙로 180 (우)44691,https://place.map.kakao.com/1399765274
8,정답해신탕,3.3,한정식,울산 남구 삼산로9번길 19 (우)44677,https://place.map.kakao.com/1208249055
9,원이록이,5.0,중국요리,울산 동구 명덕5길 30 2층 (우)44030,https://place.map.kakao.com/27576872
10,맥도날드 울산삼산로DT점,3.8,맥도날드,울산 남구 삼산로 230 (우)44718,https://place.map.kakao.com/26414783
11,하와이새우트럭 울산언양점,5.0,양식,울산 울주군 삼남읍 동향교3길 33 1층 (우)44950,https://place.map.kakao.com/1261280660
12,게이트42,4.6,카페,울산 울주군 청량읍 상보두현길 42 (우)44960,https://place.map.kakao.com/1401200921
13,알프스염소,4.8,"육류,고기",울산 울주군 언양읍 정거고중길 2-27 (우)44935,https://place.map.kakao.com/24579571
14,금천면관,4.6,중국요리,울산 중구 병영로 44 1층 (우)44488,https://place.map.kakao.com/1431589711
15,푸른아오리,5.0,일식집,울산 남구 대학로147번길 31 (우)44606,https://place.map.kakao.com/328092
16,스매쉬커피,4.5,카페,울산 중구 내황2길 26 (우)44505,https://place.map.kakao.com/767930068
17,부조화숲 2호점,3.7,양식,"울산 남구 남부순환도로627번길 7 1,2층 (우)44668",https://place.map.kakao.com/1869049187
18,베테랑바베큐 삼산점,4.0,"육류,고기",울산 남구 달삼로76번길 11 (우)44720,https://place.map.kakao.com/19497733
19,인더썬,4.2,한식,"울산 동구 해수욕장2길 42 1F 한식당, 2F 카페 (우)44057",https://place.map.kakao.com/2145944353
20,더자스민하우스,5.0,양식,울산 북구 명촌23길 44 (우)44254,https://place.map.kakao.com/21230722
21,로즈모스,3.4,카페,울산 중구 종가6길 32 KL빌딩 10층 (우)44542,https://place.map.kakao.com/846499227
22,하동식당,4.1,국밥,울산 동구 동해안로 30-7 (우)44007,https://place.map.kakao.com/1649911372
23,협정,4.2,카페,울산 중구 성안6길 8 1층 (우)44421,https://place.map.kakao.com/1995505661
24,해우 울산점,2.0,회,울산 북구 우가1길 36 (우)44235,https://place.map.kakao.com/675053494
25,목구멍 울산삼산점,4.2,목구멍,울산 남구 달삼로 49-2 1층 (우)44718,https://place.map.kakao.com/38998753
26,덕수궁 일산점,4.0,"육류,고기",울산 동구 해수욕장3길 16 (우)44057,https://place.map.kakao.com/18513559
27,퐁당퐁당 공업탑점,4.5,샤브샤브,울산 남구 삼산로55번길 13 (우)44676,https://place.map.kakao.com/1967234408
28,쿠우쿠우 울산동구점,3.3,쿠우쿠우,울산 동구 일산진4길 19 3층 (우)44056,https://place.map.kakao.com/26600557
29,커피명가 울산점,3.8,커피전문점,울산 남구 삼산중로74번길 14 2층 (우)44705,https://place.map.kakao.com/15692127
30,북경짜장 효문점,1.7,중국요리,울산 북구 명촌23길 31 (우)44254,https://place.map.kakao.com/21230486
31,웅촌식육식당,3.8,"육류,고기",울산 울주군 웅촌면 곡천동문길 33 (우)44965,https://place.map.kakao.com/10689634
32,한우클라쓰,2.9,"육류,고기","울산 남구 정동로86번길 18 1,2층 (우)44712",https://place.map.kakao.com/619753048
33,해물제국,4.5,"해물,생선",울산 남구 왕생로40번길 5 (우)44718,https://place.map.kakao.com/19231750
34,라멘집입니다,1.9,일본식라면,울산 북구 진장로 28 1층 (우)44251,https://place.map.kakao.com/214953295
35,신명횟집,4.3,회,울산 북구 신명길 67 (우)44232,https://place.map.kakao.com/9189002
36,구구구양꼬치 울산본점,3.0,양꼬치,울산 남구 왕생로46번길 9 (우)44718,https://place.map.kakao.com/16257220
37,장수촌24시 돼지국밥 울산1호점,2.6,국밥,울산 남구 왕생로20번길 25-1 (우)44721,https://place.map.kakao.com/10728799
38,곽암 아트 카페 갤러리,4.1,갤러리카페,울산 북구 판지1길 62 (우)44233,https://place.map.kakao.com/2042168501
39,오계절,5.0,카페,울산 울주군 두동면 박제상로 294-108 (우)44916,https://place.map.kakao.com/800839234
40,선바위한우불고기,3.1,"불고기,두루치기",울산 울주군 범서읍 구영앞길 140 (우)44926,https://place.map.kakao.com/17363326
41,해운대횟집,1.0,회,울산 북구 명촌8길 8 1층 (우)44254,https://place.map.kakao.com/19125940
42,수라간 삼산점,1.9,한정식,울산 남구 삼산로 273 삼산타워 16층 (우)44705,https://place.map.kakao.com/9644209
43,산정생불고기,3.5,"불고기,두루치기",울산 남구 대공원로99번길 3 (우)44664,https://place.map.kakao.com/7910402
44,천손짜장,3.0,중국요리,울산 남구 울밀로 2892 (우)44630,https://place.map.kakao.com/8594325
45,소울메이트,4.6,카페,울산 중구 성안6길 23 1층 (우)44421,https://place.map.kakao.com/1757468701
46,폼폰루지,3.7,이탈리안,울산 남구 돋질로306번길 10-1 (우)44705,https://place.map.kakao.com/27463416
47,돌집민물장어,3.7,장어,울산 울주군 청량읍 용산길 26-11 (우)44982,https://place.map.kakao.com/8273858
48,경북횟집,3.4,회,울산 동구 중진길 39 (우)44109,https://place.map.kakao.com/21320258
49,더데판,4.2,철판요리,울산 남구 남중로80번길 8 (우)44712,https://place.map.kakao.com/27239746
50,인생식당 울산성안점,4.6,"육류,고기",울산 중구 성안로 194 (우)44417,https://place.map.kakao.com/1938367724
51,보리밥,4.1,한식,울산 울주군 청량읍 대복동천로 808-16 (우)44964,https://place.map.kakao.com/16256125
52,포인,5.0,카페,울산 남구 삼산중로5번길 16 1층 (우)44721,https://place.map.kakao.com/491830307
53,숯불에닭 달동점,4.5,닭요리,울산 남구 신정로30번길 16 (우)44725,https://place.map.kakao.com/2055262414
54,더스위트타이,3.9,동남아음식,울산 중구 중앙길 113 (우)44529,https://place.map.kakao.com/26094293
55,어향횟집,4.4,회,울산 남구 북부순환도로1번길 4-4 1층 (우)44632,https://place.map.kakao.com/27319837
56,가을정류장,5.0,"스테이크,립",울산 남구 문수로 295 1층 (우)44645,https://place.map.kakao.com/1763067549
57,김대통의 대통물회횟집,2.0,회,울산 남구 중앙로167번길 21 (우)44676,https://place.map.kakao.com/1920720548
58,카페원스 두번째,4.8,카페,울산 북구 동해안로 1629 (우)44264,https://place.map.kakao.com/1593833239
59,미미옥 울산점,5.0,한식,울산 중구 동천1길 40 세영이노세븐 C동 160호 (우)44481,https://place.map.kakao.com/2070176037
60,칠성양곱창,4.0,"곱창,막창",울산 남구 삼산중로131번길 30 (우)44700,https://place.map.kakao.com/9483138
61,남도돼지국밥,2.1,국밥,울산 울주군 범서읍 장검길 9-9 (우)44933,https://place.map.kakao.com/21230956
62,부산갈매기,4.0,"육류,고기",울산 남구 수암로 23 (우)44730,https://place.map.kakao.com/9046017
63,영농한우식육식당,5.0,"육류,고기",울산 남구 대학로145번길 19 (우)44606,https://place.map.kakao.com/8485089
64,합천 돼지국밥돈다리탕,3.0,국밥,울산 남구 남중로108번길 36 (우)44711,https://place.map.kakao.com/10920508
65,조선왕갈비,4.6,갈비,울산 남구 삼산중로 37 1층 (우)44718,https://place.map.kakao.com/1564240368
66,정안정 굴화4호점,3.9,갈비,울산 울주군 범서읍 굴화1길 64-7 (우)44933,https://place.map.kakao.com/27452820
67,해야,43.0,이탈리안,울산 북구 동해안로 762 1층 (우)44235,https://place.map.kakao.com/24324816
68,돈오리,0.0,오리,울산 북구 명촌15길 5-3 (우)44254,https://place.map.kakao.com/16815472
69,태화강 숯불장어구이,3.2,장어,울산 중구 태화강국가정원길 169 (우)44457,https://place.map.kakao.com/11523713
70,도쿄참치,0.0,참치회,울산 남구 남중로74번길 5 (우)44712,https://place.map.kakao.com/7832380
71,돈몽가 울산본점,3.5,삼겹살,울산 북구 명촌12길 14 (우)44254,https://place.map.kakao.com/21401178
72,24시 해장국,3.9,해장국,울산 남구 번영로156번길 23 (우)44703,https://place.map.kakao.com/12042368
73,라비스트로,4.7,이탈리안,울산 중구 신기8길 61 1층 (우)44456,https://place.map.kakao.com/172395929
74,진장회수산센터,4.0,회,울산 북구 진장유통1로 60 (우)44249,https://place.map.kakao.com/302354030
75,짜장마을,4.6,중국요리,울산 중구 유곡로 10 지하1층 (우)44465,https://place.map.kakao.com/22810417
76,효정밥상,3.1,"게,대게",울산 울주군 청량읍 신덕하1길 9 (우)44984,https://place.map.kakao.com/15288780
77,촌당 3호점,4.6,갈비,울산 남구 대학로43번길 9 (우)44616,https://place.map.kakao.com/18440582
78,바이트미피자,3.5,피자,울산 동구 해수욕장10길 34 3층 301호 (우)44057,https://place.map.kakao.com/1699774679
79,소선비,4.8,"육류,고기",울산 남구 신정로20번길 3-9 1층 (우)44725,https://place.map.kakao.com/787772134
80,첫번째공간,4.8,양식,울산 중구 성안1길 109 3층 (우)44418,https://place.map.kakao.com/1444498658
81,대밭골돼지국밥 2호점,3.3,국밥,울산 남구 돋질로302번길 9 (우)44705,https://place.map.kakao.com/25973786
82,몰타르,4.1,커피전문점,울산 중구 태화강국가정원길 199 (우)44456,https://place.map.kakao.com/954180157
83,황족,3.0,"족발,보쌈",울산 남구 삼산로122번길 13 (우)44722,https://place.map.kakao.com/12746204
84,착한물고기생선구이 울산태화점,4.3,"해물,생선",울산 중구 태화강국가정원길 113 (우)44438,https://place.map.kakao.com/1101844788
85,고기원칙 울산삼산점,4.5,"육류,고기",울산 남구 삼산중로 38 (우)44719,https://place.map.kakao.com/498904552
86,함양지리산흑돼지,4.9,"육류,고기",울산 남구 중앙로156번길 38 2층 (우)44693,https://place.map.kakao.com/21567797
87,일월의정원,4.2,한정식,울산 울주군 두동면 두동로 737-2 1층 (우)44916,https://place.map.kakao.com/1433090065
88,돼지상회,3.9,"육류,고기",울산 동구 방어진순환도로 621 (우)44068,https://place.map.kakao.com/21626342
89,경주영양숯불갈비 울산점,4.0,갈비,울산 남구 번영로246번길 2 (우)44696,https://place.map.kakao.com/17451493
90,홍익돈까스 울산삼산점,3.3,홍익돈까스,울산 남구 돋질로 419 (우)44711,https://place.map.kakao.com/27069578
91,대도식당 울산점,2.0,"육류,고기",울산 북구 진장17길 7 별관 1층 (우)44250,https://place.map.kakao.com/2039235910
92,스타벅스 울산도산사거리DT점,3.0,스타벅스,울산 남구 야음동 580,https://place.map.kakao.com/2111664474
93,스타벅스 울산호계DT점,3.9,스타벅스,울산 북구 산업로 1464 (우)44221,https://place.map.kakao.com/691760425
94,스타벅스 울산국가정원점,3.9,스타벅스,울산 중구 태화강국가정원길 205 (우)44456,https://place.map.kakao.com/244828917
95,해운대대게횟집,2.6,회,"울산 남구 돋질로171번길 3 1층,2층 (우)44687",https://place.map.kakao.com/191126553
96,찜마루,3.0,"해물,생선",울산 북구 명촌로 17 (우)44254,https://place.map.kakao.com/27308507
97,아비아채 하사정점 1920,4.0,양식,울산 북구 동해안로 831-52 (우)44235,https://place.map.kakao.com/518681801
98,풍경한식당,5.0,"불고기,두루치기",울산 울주군 상북면 배내로 1032 (우)44909,https://place.map.kakao.com/347635654
99,카페 히든베이,5.0,카페,울산 북구 동해안로 1414 (우)44233,https://place.map.kakao.com/1794807399
100,산다화,3.1,닭요리,울산 울주군 상북면 오리밭들길 13 (우)44952,https://place.map.kakao.com/1147969437
101,찜다해 울산본점,2.3,"해물,생선",울산 북구 명촌5길 2 1층 (우)44254,https://place.map.kakao.com/200655438
102,팔각정회센타,5.0,회,울산 북구 정자7길 22-3 (우)44233,https://place.map.kakao.com/15717974
103,오르토커피,4.9,커피전문점,울산 울주군 언양읍 내곡길 21 오르토커피 (우)44938,https://place.map.kakao.com/48112910
104,경주손칼국수,4.0,국수,울산 남구 월평로37번길 3 (우)44671,https://place.map.kakao.com/17079105
105,오복미역 울산삼산점,3.2,한정식,울산 남구 화합로 125 1층 (우)44720,https://place.map.kakao.com/27215264
106,구이대장,1.0,한식,울산 남구 신정로20번길 17 (우)44725,https://place.map.kakao.com/1352610408
107,도원,3.4,"불고기,두루치기",울산 동구 고늘로 6 (우)44056,https://place.map.kakao.com/21965320
108,보니타커피,3.5,카페,울산 동구 해수욕장10길 18 2층 (우)44057,https://place.map.kakao.com/598746461
109,조은사랑방,4.4,국수,울산 울주군 언양읍 구교동1길 15 (우)44943,https://place.map.kakao.com/984616546
110,한우연,5.0,"육류,고기","울산 남구 화합로 186-1 2, 3층 (우)44713",https://place.map.kakao.com/1190117358
111,언양불고기,3.0,"불고기,두루치기",울산 남구 왕생로86번길 5 (우)44703,https://place.map.kakao.com/27093098
112,카페머물다,4.2,카페,울산 북구 동대로 17 (우)44227,https://place.map.kakao.com/1164145369
113,카페로로,4.0,카페,울산 중구 종가29길 6 1층 (우)44548,https://place.map.kakao.com/394591318
114,개성쌈밥,4.3,쌈밥,울산 울주군 삼남읍 동향교3길 13 1층 (우)44950,https://place.map.kakao.com/10129210
115,야무야무,4.1,퓨전일식,울산 남구 대암로90번길 3 (우)44736,https://place.map.kakao.com/11025926
116,삼태육경회타운,2.7,회,울산 남구 남중로 104 (우)44711,https://place.map.kakao.com/19047299
117,신천쭈꾸미,3.2,"해물,생선",울산 북구 매곡로 152 (우)44215,https://place.map.kakao.com/20348994
118,중국성,4.8,중국요리,울산 남구 법대로95번길 11 (우)44645,https://place.map.kakao.com/9428758
119,원플레이트,3.7,양식,울산 남구 거마로 55 (우)44649,https://place.map.kakao.com/22000025
120,다향오리농원,4.8,오리,울산 북구 명촌20길 8 (우)44254,https://place.map.kakao.com/642485299
121,더황금마늘보쌈,4.4,"족발,보쌈",울산 남구 삼산중로84번길 5-13 1층 (우)44705,https://place.map.kakao.com/27075273
122,염서방숯불갈비,2.2,갈비,울산 남구 수암로90번길 18 (우)44748,https://place.map.kakao.com/27307887
123,스타벅스 울산MBC DT점,5.0,스타벅스,울산 중구 번영로 434 (우)44511,https://place.map.kakao.com/664205340
124,메이즈메이즈,4.7,카페,울산 남구 돋질로302번길 11 1층 (우)44705,https://place.map.kakao.com/546422242
125,참솔한우숯불센타,3.5,"육류,고기",울산 울주군 두동면 두동로 1835 (우)44914,https://place.map.kakao.com/16522237
126,배내로1032카페,2.7,카페,울산 울주군 상북면 배내로 1032 G동 (우)44909,https://place.map.kakao.com/334265376
127,바닷집,5.0,회,울산 남구 달삼로72번길 12 1층 (우)44720,https://place.map.kakao.com/442019143
128,간절곶관광회센터,4.0,회,울산 울주군 서생면 간절곶해안길 246 (우)45015,https://place.map.kakao.com/12406770
129,터미날식당,3.5,한식,울산 남구 봉월로 164 (우)44669,https://place.map.kakao.com/21324219
130,갈매기7번가 삼산점,5.0,"육류,고기",울산 남구 삼산로331번길 16-1 1층 (우)44713,https://place.map.kakao.com/27415134
131,촌놈밥집,4.3,한식,울산 남구 정동로80번길 8 (우)44712,https://place.map.kakao.com/27599315
132,스타벅스 울산남구청DT점,4.3,스타벅스,울산 남구 번영로 215 (우)44687,https://place.map.kakao.com/27337245
133,소소원,4.7,전통찻집,울산 중구 태화강국가정원길 45 (우)44439,https://place.map.kakao.com/13574148
134,울산조개창고 북구점,4.7,조개,울산 북구 신답로 40 지팝프라자 3층 301호 (우)44209,https://place.map.kakao.com/1860374495
135,파센토,3.6,일식집,울산 중구 신기2길 31 1층 (우)44457,https://place.map.kakao.com/755841004
136,원당방갈로,18.0,오리,울산 북구 관문길 30 (우)44200,https://place.map.kakao.com/26877578
137,스타벅스 울산신복점,3.3,스타벅스,울산 남구 대학로 152 (우)44611,https://place.map.kakao.com/24165910
138,맥도날드 울산삼산DT점,4.1,맥도날드,울산 남구 화합로 201 (우)44705,https://place.map.kakao.com/21534400
139,해돋이가든,4.2,한식,울산 울주군 상북면 등억알프스로 358 (우)44952,https://place.map.kakao.com/12257879
140,정희옥스시 울산성남점,2.8,"초밥,롤",울산 중구 학성로 85-1 1층 (우)44529,https://place.map.kakao.com/897045410
141,홍장어 본점,4.3,장어,울산 북구 명촌8길 11-4 (우)44254,https://place.map.kakao.com/19633565
142,안압루,5.0,갈비,울산 남구 월평로 171 (우)44686,https://place.map.kakao.com/8429899
143,더라이트하우스,4.2,피자,울산 남구 삼산중로114번길 20 (우)44705,https://place.map.kakao.com/2078975161
144,둘둘오리 삼산점,3.8,오리,울산 남구 달삼로75번길 5 1층 (우)44719,https://place.map.kakao.com/13718991
145,무거한우마을,1.5,"육류,고기",울산 남구 대학로1번길 1 (우)44619,https://place.map.kakao.com/24167538
146,어랑어랑,3.8,일본식주점,울산 남구 달삼로75번길 14 1층 (우)44719,https://place.map.kakao.com/382152474
147,단잔,4.0,"호프,요리주점",울산 남구 왕생로46번길 10 1층 (우)44718,https://place.map.kakao.com/470915468
148,육향,3.6,"육류,고기",울산 남구 삼산중로 24-1 (우)44720,https://place.map.kakao.com/181692408
149,가정식당,4.6,한식,울산 울주군 언양읍 언양로 76 (우)44940,https://place.map.kakao.com/27301841
150,옹심이칼국수,4.4,국수,울산 동구 해수욕장6길 9 (우)44057,https://place.map.kakao.com/16546279
151,상해,3.4,중국요리,울산 남구 문수로366번길 17 (우)44662,https://place.map.kakao.com/1571463098
152,투썸플레이스 울산시청점,2.5,투썸플레이스,울산 남구 중앙로 163 (우)44676,https://place.map.kakao.com/24181928
153,백금당 울산점,4.3,커피전문점,울산 남구 대공원입구로9번길 24-16 1층 (우)44662,https://place.map.kakao.com/121926854
154,조조참치,4.8,참치회,울산 남구 번영로144번길 5 (우)44703,https://place.map.kakao.com/317467949
155,도링코,4.2,일본식주점,울산 남구 달삼로23번길 6-1 (우)44718,https://place.map.kakao.com/1328689761
156,화봉옛날돼지국밥,3.1,국밥,울산 북구 화봉로 93 (우)44240,https://place.map.kakao.com/13721205
157,칼질팬스테이크하우스,3.5,"스테이크,립",울산 중구 문화의거리 6 2층 (우)44530,https://place.map.kakao.com/27134618
158,우마이도 울산대점,4.4,일본식라면,울산 남구 대학로84번길 8 1층 (우)44611,https://place.map.kakao.com/424756841
159,정지간한식뷔페,5.0,한식뷔페,울산 남구 번영로150번길 14 (우)44703,https://place.map.kakao.com/2033723536
160,울산밀면전문점 본점,3.2,국수,울산 남구 월평로 39 (우)44671,https://place.map.kakao.com/642734410
161,좋은고기 삼산점,4.2,"육류,고기",울산 남구 화합로194번길 24 1층 (우)44713,https://place.map.kakao.com/1446858004
162,본가진미간장게장 울산점,3.2,"게,대게",울산 남구 왕생로128번길 14 (우)44701,https://place.map.kakao.com/26544766
163,칼삼겹살,4.7,삼겹살,울산 남구 왕생로30번길 23 1층 (우)44718,https://place.map.kakao.com/13295163
164,어하복국,3.6,복어,울산 울주군 범서읍 점촌6길 20 (우)44925,https://place.map.kakao.com/295692692
165,쿠우쿠우 굴화하나로마트점,3.7,쿠우쿠우,울산 울주군 범서읍 장검길 10 2층 (우)44933,https://place.map.kakao.com/2112863313
166,해울회전복,5.0,회,울산 남구 정동로80번길 7 1층 (우)44712,https://place.map.kakao.com/21025891
167,고기와국수이야기 본점,2.9,"육류,고기",울산 북구 명촌23길 38 (우)44254,https://place.map.kakao.com/22888494
168,투썸플레이스 울산정자점,4.1,투썸플레이스,울산 북구 동해안로 1540 (우)44233,https://place.map.kakao.com/24962470
169,군자대한곱창 울산달동점,2.8,"곱창,막창",울산 남구 신정로30번길 4 1층 (우)44725,https://place.map.kakao.com/851408067
170,심돈 본점,3.8,"육류,고기",울산 중구 종가6길 8-18 2층 201-A호 (우)44542,https://place.map.kakao.com/1899467266
171,명륜진사갈비 울산달동점,3.7,명륜진사갈비,울산 남구 신정로18번길 8 (우)44725,https://place.map.kakao.com/314895360
172,맥도날드 울산호계SKDT점,3.2,맥도날드,울산 북구 산업로 1448 (우)44221,https://place.map.kakao.com/17214575
173,라멘집입니다 울산성안점,3.5,일식,울산 중구 성안1길 137 (우)44418,https://place.map.kakao.com/728969272
174,맥도날드 달동점,3.3,맥도날드,울산 남구 신정로 37 (우)44722,https://place.map.kakao.com/8331012
175,명촌불고기명불허전,5.0,"불고기,두루치기",울산 북구 명촌12길 8 (우)44254,https://place.map.kakao.com/1187183419
176,규합총서,3.0,갈비,울산 남구 옥현로 123 진보타워 1층 (우)44611,https://place.map.kakao.com/19393373
177,제주은희네해장국 울산명촌점,4.7,제주은희네해장국,울산 북구 명촌로 20 1층 (우)44254,https://place.map.kakao.com/824142914
